DIN,Director_Name,CIN,Company_Name,Designation,Date_of_Appointment,Date_of_Cessation,Nationality,Gender,Synthetic_Ring_ID
8649240,Gaurav Mehta,U45201RJ2021PTC100067,Elite Textiles Private Limited,Nominee Director,15/12/2021,,Indian,Male,RING-11
9733165,Ishaan Agarwal,U41001KA2016PTC100441,Golden Developers Private Limited,Director,07/09/2016,,Indian,Male,
8050844,Naresh Gupta,U41001MH2009PTC100399,Meridian Infra Private Limited,Director,19/06/2009,,Indian,Male,
9498193,Arun Mehta,U74999RJ2026PTC100624,Vishal Exports Private Limited,Director,16/06/2026,,Indian,Male,
9036426,Dinesh Tiwari,U41001HR2025PTC100341,Royal Services Private Limited,Director,26/01/2026,,Indian,Male,
8392825,Sanjay Joshi,U10610RJ2021PTC100074,Elite Exports Private Limited,Managing Director,06/12/2021,,Indian,Male,RING-11
9691745,Mukesh Desai,U74999TN2025PLC100258,Royal Traders Limited,Director,28/02/2025,,Indian,Male,
9852502,Pradeep Agarwal,U47190TN2022PTC100060,Emerald Impex Private Limited,Whole-time Director,08/02/2023,,Indian,Male,RING-09
8832718,Anita Khanna,U64990KA2023PTC100063,Sunrise Pharma Private Limited,Nominee Director,19/08/2023,,Indian,Female,RING-10
9786947,Deepa Jain,U45201KA2016PLC100697,Diamond Industries Limited,Director,12/10/2016,,Indian,Female,
9447643,Vinod Joshi,U52290GJ2020PTC100106,Anmol Services Private Limited,Director,15/01/2021,,Indian,Male,RING-15
9366371,Manju Saxena,U82990TN2006PLC100255,Vishwa Overseas Limited,Director,06/10/2006,,Indian,Female,
9931819,Rajesh Malhotra,U41001TN2017PTC100876,Golden Agro Private Limited,Independent Director,04/10/2017,,Indian,Male,
9266056,Vijay Verma,U52290KA2008PTC100819,Universal Merchants Private Limited,Director,05/08/2008,,Indian,Male,
9809602,Sunita Kumar,U14101DL2021PTC100537,Shakti Consultancy Private Limited,Whole-time Director,12/04/2021,,Indian,Female,
9332550,Shalini Verma,U46900DL2017PTC100148,Ashirwad Overseas Private Limited,Director,06/10/2017,,Indian,Female,
9125522,Ramesh Khanna,U52290RJ2023PTC100087,Capital Trading Private Limited,Director,31/07/2023,,Indian,Male,RING-13
9633278,Gaurav Reddy,U52290TG2011PTC100246,Vishwa Pharma Private Limited,Managing Director,13/09/2011,,Indian,Male,
9114974,Vikram Malhotra,U82990WB2014PLC100196,Falcon Distributors Limited,Director,06/06/2014,,Indian,Male,
8673163,Jyoti Nair,U63990RJ2017PTC100386,Platinum Logistics Private Limited,Managing Director,22/10/2017,,Indian,Female,
8646023,Mukesh Reddy,U74999RJ2011PTC100666,Suvidha Realty Private Limited,Director,27/10/2011,,Indian,Male,
8508433,Vijay Gupta,U70200DL2010PTC100924,Capital Finance Private Limited,Managing Director,19/04/2010,,Indian,Male,
8633223,Manju Patel,U68100PB2005PTC100352,Skyline Textiles Private Limited,Director,26/02/2005,,Indian,Female,
8017681,Praveen Iyer,U47190HR2017PTC100287,Rudra Technologies Private Limited,Director,18/02/2017,,Indian,Male,
9640516,Payal Singh,U47190MH2022PTC100857,Shakti Pharma Private Limited,Director,07/12/2022,,Indian,Female,
8953755,Ravi Desai,U64990HR2024PTC100055,Infinity Systems Private Limited,Director,02/02/2024,,Indian,Male,RING-08
8052292,Lata Shah,U47190DL2018PTC100214,Vardhan Finance Private Limited,Managing Director,02/07/2018,,Indian,Female,
9734884,Deepak Chopra,U47190RJ2025PTC100262,Suvidha Finance Private Limited,Director,27/06/2025,,Indian,Male,
9553288,Arun Mishra,U47190DL2021PTC100132,Global Traders Private Limited,Nominee Director,01/05/2021,,Indian,Male,
8886512,Pradeep Joshi,U64990HR2012PTC100328,Emerald Retail Private Limited,Director,27/10/2012,,Indian,Male,
9229947,Sandeep Chopra,U82990TG2024PTC100529,Platinum Ventures Private Limited,Managing Director,07/02/2025,,Indian,Male,
9980512,Praveen Saxena,U64990HR2007PTC100648,Continental Exports Private Limited,Director,23/08/2007,,Indian,Male,
9659633,Anita Reddy,U70200HR2024PTC100650,Rudra Traders Private Limited,Director,06/05/2024,,Indian,Female,
9322510,Shobha Trivedi,U64990TN2017PTC100613,Emerald Consultancy Private Limited,Independent Director,09/05/2017,,Indian,Female,
8495687,Girish Mishra,U70200MH2017PTC100502,Royal Textiles Private Limited,Director,23/02/2017,,Indian,Male,
8790800,Praveen Kapoor,U41001TG2015PTC100296,Vantage Pharma Private Limited,Director,19/06/2015,,Indian,Male,
9948461,Sandeep Malhotra,U47190RJ2019PTC100007,Vantage Enterprises Private Limited,Managing Director,21/10/2019,,Indian,Male,RING-02
8289343,Vishal Nair,U10610WB2016PLC100607,Platinum Overseas Limited,Additional Director,06/11/2016,,Indian,Male,
9823418,Shobha Sharma,U46900TN2023PTC100112,Anmol Chemicals Private Limited,Nominee Director,05/07/2023,,Indian,Female,RING-16
9397503,Vishal Arora,U68100HR2012PTC100709,Rudra Constructions Private Limited,Managing Director,07/12/2012,,Indian,Male,
9163623,Arun Jain,U45201TN2024PTC100870,Vishal Ventures Private Limited,Additional Director,27/11/2024,,Indian,Male,
8827003,Payal Gupta,U82990DL2021PTC100573,Superior Chemicals Private Limited,Nominee Director,30/04/2021,,Indian,Female,
8440587,Gaurav Bansal,U68100WB2023PLC100921,Ganesh Retail Limited,Managing Director,16/01/2023,,Indian,Male,
9358199,Sunita Pandey,U46900UP2014PLC100236,Apex Developers Limited,Managing Director,09/07/2014,,Indian,Female,
9491882,Dinesh Joshi,U45201RJ2014PLC100273,Royal Textiles Limited,Whole-time Director,21/05/2014,,Indian,Male,
9492753,Manoj Jain,U82990MH2017PTC100524,Vishwa Foods Private Limited,Director,14/03/2017,,Indian,Male,
9297831,Kunal Kapoor,U64990UP2022PTC100669,Nova Pharma Private Limited,Director,24/04/2022,,Indian,Male,
9139156,Vikram Kapoor,U62011MH2012PTC100191,Apex Trading Private Limited,Director,29/09/2012,,Indian,Male,
9396403,Shalini Malhotra,U62011MH2005PTC100528,Rudra Exports Private Limited,Director,26/04/2005,,Indian,Female,
8279780,Harish Tiwari,U14101TG2018PLC100078,Nova Services Limited,Managing Director,28/11/2018,,Indian,Male,RING-12
8679332,Ishaan Bansal,U45201TN2005PTC100605,Diamond Merchants Private Limited,Director,15/07/2005,,Indian,Male,
9512074,Ritu Patel,U74999MH2018PTC100670,Ganesh Traders Private Limited,Additional Director,29/06/2018,,Indian,Female,
8968933,Praveen Gupta,U68100DL2008PTC100948,Metro Logistics Private Limited,Director,21/04/2008,,Indian,Male,
9814102,Vikram Tiwari,U10610UP2015PTC100783,Krishna Overseas Private Limited,Director,30/04/2015,,Indian,Male,
8707598,Pradeep Goyal,U74999RJ2022PTC100989,Everest Finance Private Limited,Managing Director,16/01/2023,,Indian,Male,
8521492,Sarita Trivedi,U10610GJ2010PTC100695,Krishna Solutions Private Limited,Managing Director,12/02/2010,,Indian,Female,
8206132,Manoj Verma,U41001GJ2024PTC100782,Skyline Infra Private Limited,Director,21/05/2024,,Indian,Male,
9138547,Yogesh Bansal,U46900MH2016PTC100727,Everest Systems Private Limited,Director,08/03/2016,,Indian,Male,
8831377,Ajay Jain,U52290MH2011PTC100778,Diamond Commodities Private Limited,Director,18/07/2011,,Indian,Male,
9463743,Ramesh Yadav,U52290TG2011PTC100246,Vishwa Pharma Private Limited,Managing Director,27/07/2011,,Indian,Male,
8834310,Rekha Verma,U62011WB2014PLC100547,Vertex Technologies Limited,Managing Director,14/09/2014,,Indian,Female,
9067542,Girish Rao,U70200KA2014PTC100786,Ashirwad Logistics Private Limited,Director,07/08/2014,,Indian,Male,
9353775,Shobha Jain,U68100RJ2019PTC100788,Pioneer Investments Private Limited,Whole-time Director,11/02/2019,,Indian,Female,
9103780,Radha Malhotra,U45201TG2016PTC100840,Zenith Infra Private Limited,Director,12/04/2016,,Indian,Female,
8217668,Rajesh Desai,U74999RJ2009PTC100465,Royal Realty Private Limited,Director,05/07/2009,,Indian,Male,
8784198,Bharat Verma,U70200TG2010PLC100745,Metro Commodities Limited,Managing Director,22/12/2010,,Indian,Male,
8616960,Satish Agarwal,U74999MH2018PTC100670,Ganesh Traders Private Limited,Director,29/05/2018,,Indian,Male,
8277953,Ajay Kapoor,U64990TG2021PTC100717,Vishal Merchants Private Limited,Director,09/06/2021,,Indian,Male,
8873453,Rakesh Pandey,U47190HR2020PTC100343,Vaibhav Logistics Private Limited,Additional Director,22/10/2020,,Indian,Male,
9282781,Payal Sharma,U70200RJ2022PTC100018,Superior Impex Private Limited,Additional Director,05/01/2023,,Indian,Female,RING-03
8087768,Suresh Arora,U47190GJ2016PTC100575,National Infra Private Limited,Nominee Director,15/04/2016,,Indian,Male,
9823418,Shobha Sharma,U10610TN2023PLC100107,Anmol Technologies Limited,Managing Director,02/07/2023,,Indian,Female,RING-16
8587199,Sanjay Dubey,U46310GJ2026PTC100609,Shree Retail Private Limited,Director,17/02/2026,,Indian,Male,
8445593,Sunil Chauhan,U47190TN2010PTC100364,Sunrise Systems Private Limited,Whole-time Director,13/02/2010,,Indian,Male,
9626747,Manish Arora,U63990MH2019PTC100042,Apex Infra Private Limited,Director,21/01/2019,,Indian,Male,RING-06
8167671,Vivek Trivedi,U74999TN2018PTC100764,Everest Industries Private Limited,Whole-time Director,26/05/2018,,Indian,Male,
8255839,Divya Iyer,U52290UP2008PLC100805,Silver Traders Limited,Director,21/05/2008,,Indian,Female,
8834653,Sachin Bhatia,U70200UP2007PTC100550,Vertex Impex Private Limited,Managing Director,13/05/2007,,Indian,Male,
8248410,Dinesh Chopra,U62011MH2019PTC100044,Apex Textiles Private Limited,Nominee Director,08/01/2019,,Indian,Male,RING-06
8665483,Aparna Goyal,U52290TG2018PTC100566,Om Foods Private Limited,Nominee Director,13/03/2018,,Indian,Female,
9283418,Bharat Chopra,U45201RJ2012PTC100205,Apex Distributors Private Limited,Managing Director,02/04/2012,,Indian,Male,
8351455,Pradeep Verma,U52290HR2008PTC100996,Lakshmi Solutions Private Limited,Managing Director,08/01/2009,,Indian,Male,
9282370,Vijay Sharma,U47190TN2017PTC100336,Horizon Agro Private Limited,Managing Director,22/05/2017,,Indian,Male,
9867479,Mahesh Bansal,U41001TN2013PTC100718,Vardhan Constructions Private Limited,Director,02/07/2013,,Indian,Male,
8486014,Praveen Chopra,U62011TG2014PLC100790,Vishal Chemicals Limited,Director,31/05/2014,,Indian,Male,
9706804,Vinod Rao,U46310KA2018PLC100770,Global Solutions Limited,Independent Director,17/03/2018,,Indian,Male,
8711169,Sanjay Kapoor,U46310MH2010PLC100536,Vaibhav Impex Limited,Director,17/04/2010,,Indian,Male,
9990724,Rohit Rao,U10610MH2011PTC100903,Infinity Retail Private Limited,Director,09/10/2011,,Indian,Male,
9244428,Anjali Joshi,U46900UP2007PTC100930,Prime Pharma Private Limited,Nominee Director,08/12/2007,,Indian,Female,
8722411,Sunil Iyer,U47190DL2009PTC100802,Elite Distributors Private Limited,Managing Director,29/10/2009,,Indian,Male,
8090574,Manish Rao,U62011GJ2022PTC100920,Horizon Ventures Private Limited,Managing Director,03/10/2022,,Indian,Male,
8347734,Anil Kapoor,U14101HR2005PTC100913,Diamond Infra Private Limited,Nominee Director,12/06/2005,,Indian,Male,
8737413,Dinesh Verma,U14101MH2006PTC100422,Aastha Overseas Private Limited,Director,14/10/2006,,Indian,Male,
8206378,Praveen Gupta,U63990WB2013PTC100297,Diamond Consultancy Private Limited,Director,20/04/2013,,Indian,Male,
9750935,Amit Agarwal,U62011TG2022PTC100030,Vikram Agro Private Limited,Director,26/10/2022,,Indian,Male,RING-05
9627840,Vishal Mishra,U64990TG2009PTC100206,Radiant Technologies Private Limited,Director,28/06/2009,,Indian,Male,
9926117,Rakesh Khanna,U63990GJ2020PTC100675,Universal Pharma Private Limited,Nominee Director,05/11/2020,,Indian,Male,
9389934,Harish Desai,U62011MH2016PTC100995,Shakti Overseas Private Limited,Independent Director,31/08/2016,,Indian,Male,
8740592,Vinod Yadav,U82990RJ2023PLC100964,Platinum Realty Limited,Director,23/10/2023,,Indian,Male,
9865679,Arun Kapoor,U63990TN2005PTC100198,Horizon Infra Private Limited,Nominee Director,02/08/2005,,Indian,Male,
9893790,Girish Khanna,U14101TG2018PTC100594,Radiant Trading Private Limited,Nominee Director,19/06/2018,,Indian,Male,
9027414,Mukesh Kapoor,U70200TN2015PTC100209,Everest Distributors Private Limited,Whole-time Director,11/02/2015,,Indian,Male,
9625443,Ashok Arora,U10610GJ2006PTC100509,Prime Services Private Limited,Director,21/10/2006,,Indian,Male,
9825535,Rohit Mishra,U46900WB2017PTC100483,Vikram Industries Private Limited,Managing Director,11/04/2017,,Indian,Male,
9427962,Mahesh Goyal,U68100TG2022PTC100463,Vaibhav Chemicals Private Limited,Director,12/05/2022,,Indian,Male,
8571611,Amit Yadav,U46900TG2016PTC100902,National Services Private Limited,Whole-time Director,03/06/2016,,Indian,Male,
9633745,Radha Trivedi,U74999UP2018PTC100587,Vishwa Enterprises Private Limited,Nominee Director,24/04/2018,,Indian,Female,
8145019,Mukesh Bhatia,U46310WB2022PTC100998,Skyline Solutions Private Limited,Managing Director,05/10/2022,,Indian,Male,
9733165,Ishaan Agarwal,U41001WB2013PTC100482,Vishwa Logistics Private Limited,Additional Director,20/11/2013,,Indian,Male,
8014104,Anil Yadav,U10610GJ2006PTC100738,Vardhan Investments Private Limited,Whole-time Director,29/10/2006,,Indian,Male,
8929970,Manju Joshi,U82990RJ2008PTC100942,Trident Impex Private Limited,Whole-time Director,24/07/2008,,Indian,Female,
9409778,Girish Chopra,U62011UP2009PTC100803,Vishwa Traders Private Limited,Additional Director,19/12/2009,,Indian,Male,
9177366,Mukesh Mehta,U62011HR2015PTC100523,Ashirwad Technologies Private Limited,Whole-time Director,16/04/2015,,Indian,Male,
9071277,Bharat Mehta,U10610PB2013PTC100122,Sunrise Finance Private Limited,Managing Director,30/11/2013,,Indian,Male,
8868230,Naresh Sharma,U63990PB2020PLC100619,Golden Commodities Limited,Additional Director,17/10/2020,,Indian,Male,
8676082,Nitin Pandey,U68100KA2011PLC100163,Zenith Chemicals Limited,Whole-time Director,02/09/2011,,Indian,Male,
9241934,Sarita Patel,U47190PB2016PTC100317,Prime Constructions Private Limited,Director,14/01/2016,,Indian,Female,
9134070,Nitin Bhatia,U46310MH2010PTC100489,Falcon Retail Private Limited,Director,08/04/2010,,Indian,Male,
8951549,Ajay Iyer,U46900DL2007PTC100577,Apex Finance Private Limited,Director,26/12/2007,,Indian,Male,
8566863,Sandeep Mishra,U10610TN2019PTC100776,Vishal Industries Private Limited,Additional Director,12/02/2020,,Indian,Male,
8843723,Madhuri Jain,U41001GJ2010PTC100960,Emerald Textiles Private Limited,Director,07/07/2010,,Indian,Female,
9125937,Rohit Iyer,U41001GJ2009PTC100121,Horizon Services Private Limited,Managing Director,23/03/2009,,Indian,Male,
9486335,Kunal Verma,U62011MH2021PTC100089,Lakshmi Pharma Private Limited,Managing Director,11/10/2021,,Indian,Male,RING-14
9578027,Sarita Kumar,U10610PB2018PTC100312,Vinayak Impex Private Limited,Director,17/08/2018,,Indian,Female,
8561316,Bharat Sharma,U64990UP2014PTC100338,Metro Industries Private Limited,Managing Director,01/08/2014,,Indian,Male,
9167271,Pradeep Kapoor,U64990TN2012PTC100925,Orion Technologies Private Limited,Director,01/09/2012,,Indian,Male,
8495992,Ravi Jain,U68100UP2009PTC100556,Continental Chemicals Private Limited,Director,27/11/2009,,Indian,Male,
8136326,Sunil Pandey,U14101MH2005PLC100686,Platinum Textiles Limited,Managing Director,11/08/2005,,Indian,Male,
8150194,Swati Jain,U63990TN2021PTC100864,Capital Commodities Private Limited,Whole-time Director,09/02/2021,,Indian,Female,
8871756,Sarita Goyal,U74999UP2024PTC100720,Sunrise Textiles Private Limited,Director,07/10/2024,,Indian,Female,
9213400,Satish Bhatia,U62011WB2021PTC100825,Vinayak Chemicals Private Limited,Director,01/01/2022,,Indian,Male,
8888673,Usha Arora,U52290GJ2015PLC100501,Rudra Textiles Limited,Director,26/04/2015,,Indian,Female,
8573089,Sandeep Tiwari,U47190TN2023PTC100059,Emerald Pharma Private Limited,Director,29/01/2023,,Indian,Male,RING-09
8685505,Geeta Reddy,U14101TG2018PTC100594,Radiant Trading Private Limited,Director,20/05/2018,,Indian,Female,
8356378,Aparna Dubey,U41001MH2005PTC100515,Om Trading Private Limited,Managing Director,17/11/2005,,Indian,Female,
8308572,Suresh Chopra,U10610HR2005PLC100777,Radiant Agro Limited,Managing Director,28/04/2005,,Indian,Male,
8340682,Satish Desai,U14101TN2023PTC100113,Anmol Textiles Private Limited,Director,18/06/2023,,Indian,Male,RING-16
8663207,Vikram Tiwari,U62011PB2012PTC100289,Suvidha Enterprises Private Limited,Director,06/04/2012,,Indian,Male,
8192804,Manoj Rao,U10610MH2005PLC100344,Apex Enterprises Limited,Managing Director,20/10/2005,,Indian,Male,
8044027,Pooja Desai,U64990UP2005PTC100294,Vikram Pharma Private Limited,Director,05/09/2005,,Indian,Female,
9933543,Rajesh Jain,U64990KA2006PTC100510,Platinum Impex Private Limited,Director,28/02/2006,,Indian,Male,
8648271,Vikram Gupta,U47190MH2011PTC100345,Superior Investments Private Limited,Independent Director,26/02/2011,,Indian,Male,
9232434,Sunil Pandey,U47190DL2021PTC100517,Global Consultancy Private Limited,Additional Director,12/04/2021,,Indian,Male,
8137631,Sachin Kumar,U52290MH2015PTC100239,Royal Pharma Private Limited,Director,29/12/2015,,Indian,Male,
9207890,Rohit Rao,U46900HR2019PTC100231,Suvidha Impex Private Limited,Director,15/04/2019,,Indian,Male,
9667525,Shalini Malhotra,U10610GJ2010PTC100695,Krishna Solutions Private Limited,Director,10/01/2010,,Indian,Female,
8420210,Vikram Singh,U14101MH2016PTC100292,Prime Agro Private Limited,Independent Director,18/08/2016,,Indian,Male,
9272035,Ashok Singh,U10610GJ2024PLC100504,Apex Distributors Limited,Director,21/02/2024,,Indian,Male,
8426887,Rekha Iyer,U63990HR2010PLC100888,Vinayak Ventures Limited,Director,30/01/2010,,Indian,Female,
9599312,Rekha Singh,U70200TN2006PTC100389,Shakti Trading Private Limited,Additional Director,08/01/2006,,Indian,Female,
8973638,Sandeep Khanna,U68100MH2012PTC100643,Continental Merchants Private Limited,Director,11/11/2012,,Indian,Male,
9829156,Neha Shah,U14101TN2019PLC100653,Global Merchants Limited,Additional Director,04/07/2019,,Indian,Female,
8499479,Mukesh Sharma,U63990HR2013PTC100382,Sai Constructions Private Limited,Nominee Director,07/09/2013,,Indian,Male,
9025223,Anjali Yadav,U64990TG2008PTC100962,Infinity Distributors Private Limited,Director,13/04/2008,,Indian,Female,
8880229,Rajesh Pandey,U82990WB2011PTC100530,Meridian Textiles Private Limited,Whole-time Director,21/02/2011,,Indian,Male,
8609197,Sunita Patel,U47190MH2006PTC100916,Rudra Finance Private Limited,Whole-time Director,05/04/2006,,Indian,Female,
8719485,Aparna Malhotra,U10610PB2019PLC100314,Zenith Systems Limited,Managing Director,04/12/2019,,Indian,Female,
9467184,Ashok Chopra,U64990UP2018PTC100646,Lakshmi Developers Private Limited,Director,27/08/2018,,Indian,Male,
9032274,Rakesh Dubey,U46900WB2015PTC100442,Sai Foods Private Limited,Additional Director,29/08/2015,,Indian,Male,
8832718,Anita Khanna,U45201KA2023PLC100066,Sunrise Distributors Limited,Independent Director,01/09/2023,,Indian,Female,RING-10
8583967,Praveen Gupta,U47190UP2014PTC100306,Capital Constructions Private Limited,Independent Director,26/09/2014,,Indian,Male,
8277374,Harish Verma,U46900WB2024PTC100723,Suvidha Services Private Limited,Additional Director,01/03/2024,,Indian,Male,
9599101,Vivek Sharma,U46900RJ2019PTC100012,Vantage Overseas Private Limited,Director,14/10/2019,,Indian,Male,RING-02
